country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,Population,Key,GDP per capita (constant 2015 US$),GDP growth (annual %),GNI (current US$),"Inflation, consumer prices (annual %)"
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2018,84,Female,3726549,Georgia2018,4713.65,6.06,17228317459,2.62
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2019,88,Female,3720161,Georgia2019,4975.81,5.38,16841958712,4.85
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2020,90,Female,3722716,Georgia2020,4659.61,-6.29,15254265042,5.20
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2021,90,Female,3708610,Georgia2021,5175.20,10.64,17678574249,9.57
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2022,91,Female,3712502,Georgia2022,5736.30,10.96,23246873363,11.90
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2016,81,Male,3727505,Georgia2016,4225.09,3.45,14744998637,2.13
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2017,83,Male,3728004,Georgia2017,4442.51,5.16,15681941286,6.04
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2018,91,Male,3726549,Georgia2018,4713.65,6.06,17228317459,2.62
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2019,92,Male,3720161,Georgia2019,4975.81,5.38,16841958712,4.85
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2020,93,Male,3722716,Georgia2020,4659.61,-6.29,15254265042,5.20
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2021,93,Male,3708610,Georgia2021,5175.20,10.64,17678574249,9.57
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2022,93,Male,3712502,Georgia2022,5736.30,10.96,23246873363,11.90
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2016,78,Total,3727505,Georgia2016,4225.09,3.45,14744998637,2.13
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2017,80,Total,3728004,Georgia2017,4442.51,5.16,15681941286,6.04
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2018,87,Total,3726549,Georgia2018,4713.65,6.06,17228317459,2.62
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2019,90,Total,3720161,Georgia2019,4975.81,5.38,16841958712,4.85
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2020,91,Total,3722716,Georgia2020,4659.61,-6.29,15254265042,5.20
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2021,91,Total,3708610,Georgia2021,5175.20,10.64,17678574249,9.57
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2022,92,Total,3712502,Georgia2022,5736.30,10.96,23246873363,11.90
Grenada,GD,GRD,308,Proportion of individuals who own a mobile telephone,2016,91,Female,115130,Grenada2016,8983.68,3.74,965140740.7,1.65
Grenada,GD,GRD,308,Proportion of individuals who own a mobile telephone,2017,95,Female,115438,Grenada2017,9357.41,4.44,1005085185,0.91
Grenada,GD,GRD,308,Proportion of individuals who own a mobile telephone,2016,89,Male,115130,Grenada2016,8983.68,3.74,965140740.7,1.65
Grenada,GD,GRD,308,Proportion of individuals who own a mobile telephone,2017,90,Male,115438,Grenada2017,9357.41,4.44,1005085185,0.91
Grenada,GD,GRD,308,Proportion of individuals who own a mobile telephone,2016,90,Total,115130,Grenada2016,8983.68,3.74,965140740.7,1.65
Grenada,GD,GRD,308,Proportion of individuals who own a mobile telephone,2017,92,Total,115438,Grenada2017,9357.41,4.44,1005085185,0.91
Guatemala,GT,GTM,320,Proportion of individuals who own a mobile telephone,2019,57,Female,17103803,Guatemala2019,4139.12,4.02,75768261351,3.70
Guatemala,GT,GTM,320,Proportion of individuals who own a mobile telephone,2021,60,Female,17598650,Guatemala2021,4268.30,8.03,84342291465,4.26
Guatemala,GT,GTM,320,Proportion of individuals who own a mobile telephone,2019,64,Male,17103803,Guatemala2019,4139.12,4.02,75768261351,3.70
Guatemala,GT,GTM,320,Proportion of individuals who own a mobile telephone,2021,67,Male,17598650,Guatemala2021,4268.30,8.03,84342291465,4.26
Guatemala,GT,GTM,320,Proportion of individuals who own a mobile telephone,2019,60,Total,17103803,Guatemala2019,4139.12,4.02,75768261351,3.70
Guatemala,GT,GTM,320,Proportion of individuals who own a mobile telephone,2021,64,Total,17598650,Guatemala2021,4268.30,8.03,84342291465,4.26
Guinea,GN,GIN,324,Proportion of individuals who own a mobile telephone,2018,69,Female,12704774,Guinea2018,899.91,6.36,11675180327,9.83
Guinea,GN,GIN,324,Proportion of individuals who own a mobile telephone,2018,86,Male,12704774,Guinea2018,899.91,6.36,11675180327,9.83
Guinea,GN,GIN,324,Proportion of individuals who own a mobile telephone,2018,77,Total,12704774,Guinea2018,899.91,6.36,11675180327,9.83
Haiti,HT,HTI,332,Proportion of individuals who own a mobile telephone,2018,59,Total,10962362,Haiti2018,1437.35,1.67,16454143147,12.48
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2015,51,Female,261799249,Indonesia2015,3288.22,4.88,8.32E+11,6.36
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2016,52,Female,264627418,Indonesia2016,3416.81,5.03,9.02E+11,3.53
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2017,54,Female,267346658,Indonesia2017,3553.52,5.07,9.83E+11,3.81
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2018,57,Female,269951846,Indonesia2018,3701.32,5.17,1.01E+12,3.20
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2019,58,Female,272489381,Indonesia2019,3850.90,5.02,1.09E+12,3.03
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2020,58,Female,274814866,Indonesia2020,3739.45,-2.07,1.03E+12,1.92
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2021,61,Female,276758053,Indonesia2021,3850.69,3.70,1.15E+12,1.56
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2022,63,Female,278830529,Indonesia2022,4024.92,5.31,1.28E+12,4.21
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2015,64,Male,261799249,Indonesia2015,3288.22,4.88,8.32E+11,6.36
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2016,65,Male,264627418,Indonesia2016,3416.81,5.03,9.02E+11,3.53
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2017,65,Male,267346658,Indonesia2017,3553.52,5.07,9.83E+11,3.81
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2018,68,Male,269951846,Indonesia2018,3701.32,5.17,1.01E+12,3.20
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2019,69,Male,272489381,Indonesia2019,3850.90,5.02,1.09E+12,3.03
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2020,68,Male,274814866,Indonesia2020,3739.45,-2.07,1.03E+12,1.92
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2021,71,Male,276758053,Indonesia2021,3850.69,3.70,1.15E+12,1.56
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2022,73,Male,278830529,Indonesia2022,4024.92,5.31,1.28E+12,4.21
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2013,50,Total,255852467,Indonesia2013,3055.24,5.56,8.85E+11,6.41
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2014,51,Total,258877399,Indonesia2014,3170.72,5.01,8.61E+11,6.39
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2015,57,Total,261799249,Indonesia2015,3288.22,4.88,8.32E+11,6.36
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2016,58,Total,264627418,Indonesia2016,3416.81,5.03,9.02E+11,3.53
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2017,60,Total,267346658,Indonesia2017,3553.52,5.07,9.83E+11,3.81
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2018,62,Total,269951846,Indonesia2018,3701.32,5.17,1.01E+12,3.20
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2019,64,Total,272489381,Indonesia2019,3850.90,5.02,1.09E+12,3.03
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2020,63,Total,274814866,Indonesia2020,3739.45,-2.07,1.03E+12,1.92
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2021,66,Total,276758053,Indonesia2021,3850.69,3.70,1.15E+12,1.56
Indonesia,ID,IDN,360,Proportion of individuals who own a mobile telephone,2022,68,Total,278830529,Indonesia2022,4024.92,5.31,1.28E+12,4.21
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2015,63,Female,82619362,"Iran, Islamic Republic of2015",4952.73,-1.42,4.09E+11,12.48
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2016,53,Female,83812228,"Iran, Islamic Republic of2016",5312.62,8.82,4.6E+11,7.25
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2017,55,Female,85026754,"Iran, Islamic Republic of2017",5381.19,2.76,4.9E+11,8.04
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2018,56,Female,86117998,"Iran, Islamic Republic of2018",5215.35,-1.84,4.01E+11,18.01
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2019,65,Female,87051648,"Iran, Islamic Republic of2019",5000.99,-3.07,3.34E+11,39.91
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2020,67,Female,87723443,"Iran, Islamic Republic of2020",5127.96,3.33,2.62E+11,30.59
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2021,68,Female,88455488,"Iran, Islamic Republic of2021",5325.55,4.72,3.83E+11,43.39
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2015,76,Male,82619362,"Iran, Islamic Republic of2015",4952.73,-1.42,4.09E+11,12.48
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2016,75,Male,83812228,"Iran, Islamic Republic of2016",5312.62,8.82,4.6E+11,7.25
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2017,77,Male,85026754,"Iran, Islamic Republic of2017",5381.19,2.76,4.9E+11,8.04
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2018,80,Male,86117998,"Iran, Islamic Republic of2018",5215.35,-1.84,4.01E+11,18.01
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2019,77,Male,87051648,"Iran, Islamic Republic of2019",5000.99,-3.07,3.34E+11,39.91
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2020,76,Male,87723443,"Iran, Islamic Republic of2020",5127.96,3.33,2.62E+11,30.59
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2021,76,Male,88455488,"Iran, Islamic Republic of2021",5325.55,4.72,3.83E+11,43.39
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2015,70,Total,82619362,"Iran, Islamic Republic of2015",4952.73,-1.42,4.09E+11,12.48
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2016,64,Total,83812228,"Iran, Islamic Republic of2016",5312.62,8.82,4.6E+11,7.25
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2017,66,Total,85026754,"Iran, Islamic Republic of2017",5381.19,2.76,4.9E+11,8.04
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2018,68,Total,86117998,"Iran, Islamic Republic of2018",5215.35,-1.84,4.01E+11,18.01
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2019,71,Total,87051648,"Iran, Islamic Republic of2019",5000.99,-3.07,3.34E+11,39.91
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2020,72,Total,87723443,"Iran, Islamic Republic of2020",5127.96,3.33,2.62E+11,30.59
"Iran, Islamic Republic of",IR,IRN,364,Proportion of individuals who own a mobile telephone,2021,72,Total,88455488,"Iran, Islamic Republic of2021",5325.55,4.72,3.83E+11,43.39
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2014,43,Female,36550059,Iraq2014,4446.97,2.26,2.27E+11,2.24
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2019,47,Female,41192171,Iraq2019,4898.15,5.51,2.32E+11,-0.20
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2022,58,Female,44070551,Iraq2022,4399.95,7.64,2.86E+11,4.99
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2014,63,Male,36550059,Iraq2014,4446.97,2.26,2.27E+11,2.24
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2019,68,Male,41192171,Iraq2019,4898.15,5.51,2.32E+11,-0.20
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2022,73,Male,44070551,Iraq2022,4399.95,7.64,2.86E+11,4.99
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2014,53,Total,36550059,Iraq2014,4446.97,2.26,2.27E+11,2.24
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2019,58,Total,41192171,Iraq2019,4898.15,5.51,2.32E+11,-0.20
Iraq,IQ,IRQ,368,Proportion of individuals who own a mobile telephone,2022,66,Total,44070551,Iraq2022,4399.95,7.64,2.86E+11,4.99
Ireland,IE,IRL,372,Proportion of individuals who own a mobile telephone,2017,83,Female,4807388,Ireland2017,70069.10,10.05,2.68E+11,0.36
Ireland,IE,IRL,372,Proportion of individuals who own a mobile telephone,2018,88,Female,4867316,Ireland2018,74427.55,7.54,3E+11,0.47
Ireland,IE,IRL,372,Proportion of individuals who own a mobile telephone,2017,83,Male,4807388,Ireland2017,70069.10,10.05,2.68E+11,0.36
Ireland,IE,IRL,372,Proportion of individuals who own a mobile telephone,2018,87,Male,4867316,Ireland2018,74427.55,7.54,3E+11,0.47
Ireland,IE,IRL,372,Proportion of individuals who own a mobile telephone,2017,83,Total,4807388,Ireland2017,70069.10,10.05,2.68E+11,0.36
Ireland,IE,IRL,372,Proportion of individuals who own a mobile telephone,2018,87,Total,4867316,Ireland2018,74427.55,7.54,3E+11,0.47
Israel,IL,ISR,376,Proportion of individuals who own a mobile telephone,2017,91,Female,8713300,Israel2017,37809.44,4.27,3.55E+11,0.26
Israel,IL,ISR,376,Proportion of individuals who own a mobile telephone,2018,94,Female,8882800,Israel2018,38599.11,4.07,3.75E+11,0.79
Israel,IL,ISR,376,Proportion of individuals who own a mobile telephone,2017,93,Male,8713300,Israel2017,37809.44,4.27,3.55E+11,0.26
Israel,IL,ISR,376,Proportion of individuals who own a mobile telephone,2018,95,Male,8882800,Israel2018,38599.11,4.07,3.75E+11,0.79
Israel,IL,ISR,376,Proportion of individuals who own a mobile telephone,2017,92,Total,8713300,Israel2017,37809.44,4.27,3.55E+11,0.26
Israel,IL,ISR,376,Proportion of individuals who own a mobile telephone,2018,94,Total,8882800,Israel2018,38599.11,4.07,3.75E+11,0.79
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2014,88,Female,60789140,Italy2014,30091.35,0.00,2.16E+12,0.24
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2015,89,Female,60730582,Italy2015,30387.13,0.89,1.82E+12,0.04
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2016,90,Female,60627498,Italy2016,30815.09,1.24,1.88E+12,-0.09
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2014,92,Male,60789140,Italy2014,30091.35,0.00,2.16E+12,0.24
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2015,91,Male,60730582,Italy2015,30387.13,0.89,1.82E+12,0.04
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2016,93,Male,60627498,Italy2016,30815.09,1.24,1.88E+12,-0.09
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2014,90,Total,60789140,Italy2014,30091.35,0.00,2.16E+12,0.24
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2015,90,Total,60730582,Italy2015,30387.13,0.89,1.82E+12,0.04
Italy,IT,ITA,380,Proportion of individuals who own a mobile telephone,2016,92,Total,60627498,Italy2016,30815.09,1.24,1.88E+12,-0.09
Jamaica,JM,JAM,388,Proportion of individuals who own a mobile telephone,2016,97,Female,2809915,Jamaica2016,5119.04,1.38,13482096714,2.35
Jamaica,JM,JAM,388,Proportion of individuals who own a mobile telephone,2016,96,Male,2809915,Jamaica2016,5119.04,1.38,13482096714,2.35
Jamaica,JM,JAM,388,Proportion of individuals who own a mobile telephone,2016,96,Total,2809915,Jamaica2016,5119.04,1.38,13482096714,2.35
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2015,80,Female,127141000,Japan2015,34960.64,1.56,4.62E+12,0.80
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2016,82,Female,127076000,Japan2016,35242.20,0.75,5.18E+12,-0.13
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2017,87,Female,126972000,Japan2017,35861.97,1.68,5.11E+12,0.48
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2018,88,Female,126811000,Japan2018,36138.53,0.64,5.23E+12,0.99
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2019,91,Female,126633000,Japan2019,36043.78,-0.40,5.32E+12,0.47
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2020,92,Female,126261000,Japan2020,34650.80,-4.15,5.24E+12,-0.02
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2021,92,Female,125681593,Japan2021,35701.45,2.56,5.28E+12,-0.23
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2022,93,Female,125124989,Japan2022,36202.64,0.95,4.52E+12,2.50
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2015,82,Male,127141000,Japan2015,34960.64,1.56,4.62E+12,0.80
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2016,85,Male,127076000,Japan2016,35242.20,0.75,5.18E+12,-0.13
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2017,90,Male,126972000,Japan2017,35861.97,1.68,5.11E+12,0.48
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2018,90,Male,126811000,Japan2018,36138.53,0.64,5.23E+12,0.99
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2019,93,Male,126633000,Japan2019,36043.78,-0.40,5.32E+12,0.47
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2020,94,Male,126261000,Japan2020,34650.80,-4.15,5.24E+12,-0.02
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2021,94,Male,125681593,Japan2021,35701.45,2.56,5.28E+12,-0.23
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2022,94,Male,125124989,Japan2022,36202.64,0.95,4.52E+12,2.50
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2015,81,Total,127141000,Japan2015,34960.64,1.56,4.62E+12,0.80
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2016,84,Total,127076000,Japan2016,35242.20,0.75,5.18E+12,-0.13
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2017,88,Total,126972000,Japan2017,35861.97,1.68,5.11E+12,0.48
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2018,89,Total,126811000,Japan2018,36138.53,0.64,5.23E+12,0.99
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2019,92,Total,126633000,Japan2019,36043.78,-0.40,5.32E+12,0.47
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2020,93,Total,126261000,Japan2020,34650.80,-4.15,5.24E+12,-0.02
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2021,93,Total,125681593,Japan2021,35701.45,2.56,5.28E+12,-0.23
Japan,JP,JPN,392,Proportion of individuals who own a mobile telephone,2022,94,Total,125124989,Japan2022,36202.64,0.95,4.52E+12,2.50
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2016,85,Female,18363600,Kazakhstan2016,10151.42,1.10,1.24E+11,14.36
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2017,86,Female,18651931,Kazakhstan2017,10404.27,4.10,1.49E+11,7.44
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2018,87,Female,18932727,Kazakhstan2018,10670.21,4.10,1.57E+11,6.16
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2019,88,Female,19209555,Kazakhstan2019,10989.68,4.50,1.59E+11,5.33
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2020,90,Female,19482117,Kazakhstan2020,10565.04,-2.50,1.56E+11,6.72
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2016,86,Male,18363600,Kazakhstan2016,10151.42,1.10,1.24E+11,14.36
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2017,87,Male,18651931,Kazakhstan2017,10404.27,4.10,1.49E+11,7.44
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2018,89,Male,18932727,Kazakhstan2018,10670.21,4.10,1.57E+11,6.16
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2019,89,Male,19209555,Kazakhstan2019,10989.68,4.50,1.59E+11,5.33
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2020,91,Male,19482117,Kazakhstan2020,10565.04,-2.50,1.56E+11,6.72
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2021,93,Male,19743603,Kazakhstan2021,10873.39,4.30,1.73E+11,8.04
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2022,90,Male,20034609,Kazakhstan2022,11058.35,3.20,2E+11,15.03
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2016,85,Total,18363600,Kazakhstan2016,10151.42,1.10,1.24E+11,14.36
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2017,87,Total,18651931,Kazakhstan2017,10404.27,4.10,1.49E+11,7.44
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2018,88,Total,18932727,Kazakhstan2018,10670.21,4.10,1.57E+11,6.16
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2019,88,Total,19209555,Kazakhstan2019,10989.68,4.50,1.59E+11,5.33
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2020,91,Total,19482117,Kazakhstan2020,10565.04,-2.50,1.56E+11,6.72
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2021,93,Total,19743603,Kazakhstan2021,10873.39,4.30,1.73E+11,8.04
Kazakhstan,KZ,KAZ,398,Proportion of individuals who own a mobile telephone,2022,93,Total,20034609,Kazakhstan2022,11058.35,3.20,2E+11,15.03
Kenya,KE,KEN,404,Proportion of individuals who own a mobile telephone,2015,44,Female,47088526,Kenya2015,1489.12,4.97,63195136106,6.58
Kenya,KE,KEN,404,Proportion of individuals who own a mobile telephone,2019,47,Female,51202827,Kenya2019,1645.71,5.11,98773632629,5.24
Kenya,KE,KEN,404,Proportion of individuals who own a mobile telephone,2015,46,Male,47088526,Kenya2015,1489.12,4.97,63195136106,6.58
Kenya,KE,KEN,404,Proportion of individuals who own a mobile telephone,2019,48,Male,51202827,Kenya2019,1645.71,5.11,98773632629,5.24
Kenya,KE,KEN,404,Proportion of individuals who own a mobile telephone,2015,45,Total,47088526,Kenya2015,1489.12,4.97,63195136106,6.58
Kenya,KE,KEN,404,Proportion of individuals who own a mobile telephone,2016,45,Total,48139687,Kenya2016,1517.98,4.21,73804818195,6.30
Kenya,KE,KEN,404,Proportion of individuals who own a mobile telephone,2019,47,Total,51202827,Kenya2019,1645.71,5.11,98773632629,5.24
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2017,100,Female,4154812,Kuwait2017,27048.37,-4.71,1.39E+11,2.17
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2018,99,Female,4323515,Kuwait2018,26706.02,2.74,1.57E+11,0.54
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2019,99,Female,4442316,Kuwait2019,26580.23,2.26,1.61E+11,1.09
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2020,100,Female,4400267,Kuwait2020,25541.51,-4.82,1.27E+11,2.10
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2021,100,Female,4360865,Kuwait2021,26354.95,2.26,1.73E+11,3.42
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2023,98,Female,4853420,Kuwait2023,24155.19,-3.64,1.96E+11,3.64
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2017,100,Male,4154812,Kuwait2017,27048.37,-4.71,1.39E+11,2.17
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2018,99,Male,4323515,Kuwait2018,26706.02,2.74,1.57E+11,0.54
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2019,99,Male,4442316,Kuwait2019,26580.23,2.26,1.61E+11,1.09
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2020,99,Male,4400267,Kuwait2020,25541.51,-4.82,1.27E+11,2.10
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2021,99,Male,4360865,Kuwait2021,26354.95,2.26,1.73E+11,3.42
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2023,99,Male,4853420,Kuwait2023,24155.19,-3.64,1.96E+11,3.64
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2017,100,Total,4154812,Kuwait2017,27048.37,-4.71,1.39E+11,2.17
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2018,99,Total,4323515,Kuwait2018,26706.02,2.74,1.57E+11,0.54
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2019,99,Total,4442316,Kuwait2019,26580.23,2.26,1.61E+11,1.09
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2020,99,Total,4400267,Kuwait2020,25541.51,-4.82,1.27E+11,2.10
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2021,99,Total,4360865,Kuwait2021,26354.95,2.26,1.73E+11,3.42
Kuwait,KW,KWT,414,Proportion of individuals who own a mobile telephone,2023,98,Total,4853420,Kuwait2023,24155.19,-3.64,1.96E+11,3.64
Lesotho,LS,LSO,426,Proportion of individuals who own a mobile telephone,2019,83,Female,2209405,Lesotho2019,1040.99,-1.42,2852674378,5.19
Lesotho,LS,LSO,426,Proportion of individuals who own a mobile telephone,2019,80,Male,2209405,Lesotho2019,1040.99,-1.42,2852674378,5.19
Lesotho,LS,LSO,426,Proportion of individuals who own a mobile telephone,2016,79,Total,2130422,Lesotho2016,1147.59,3.61,2400601097,6.60
Lesotho,LS,LSO,426,Proportion of individuals who own a mobile telephone,2019,82,Total,2209405,Lesotho2019,1040.99,-1.42,2852674378,5.19
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2014,97,Female,2932367,Lithuania2014,13776.11,3.77,47960568992,0.10
